,Agresividad,Bondad,Uso de Magia,Defensa,Item_Ideal
0,-4.047693133263284,5.414829650413058,-1.3244094679215204,-3.670477918240801,2
1,-4.513346346707002,1.865248561360805,-1.1019390780575669,-3.2457884988735346,2
2,-5.583785896386322,9.822011398365735,-8.11199508387904,-8.529900610630285,4
3,-1.8100205708875643,0.8153491955232726,-0.07046349399076823,7.499646014267809,0
4,-6.475283455559065,-7.5605170986806876,3.164540156128205,8.716133620287827,3
5,-4.327872478128059,-7.883709247821299,2.985417594240518,8.566734340895486,3
6,-4.852709148174691,-8.226243149870868,2.714361793881942,10.42941220164772,3
7,-2.780063398359409,3.069001993166316,-0.8307577775307247,-5.418304555134123,2
8,-0.6477281034929289,-0.4901613339622927,-1.6885559741652292,8.553432901284795,0
9,-3.1908761337049283,-7.358289801464471,2.941939216338002,11.612412696181805,3
10,-7.674433729990685,8.053677290341126,-7.124136127091395,-5.537520359794606,4
11,-5.17802383155976,-10.581543165719484,3.373608493258742,7.777308927324829,3
12,-7.625920023956049,8.239958294639123,8.414199406875206,-6.969010478653854,1
13,-3.719364009024812,-9.274769519360895,2.4376263098737394,9.24547367360376,3
14,-3.576502104153768,1.2579753373479647,-2.1172422842927667,-1.17715860776781,2
15,-7.065693955707227,9.987721262752194,-8.645252531487495,-5.619243310397347,4
16,-4.2276755113861,-8.976267446687459,2.975337082871751,11.579175227228442,3
17,-5.478218667553618,8.566766415961075,-8.424547280270234,-6.031301439995783,4
18,-5.140756817540051,-7.76776906673333,2.4006756294820386,10.686976199562304,3
19,-6.879766330207666,10.580149675125227,10.175303282198218,-6.4908166202539865,1
20,-6.154924393230944,9.395386617402927,-8.336273554571425,-7.883608378028895,4
21,-3.1241723709308653,3.305954195881744,-0.953905892167314,-1.9762513743235406,2
22,-4.231294555713879,9.627764123104805,-9.118457143441907,-7.6017160617430575,4
23,-0.7027385058237446,1.1539335438213356,-2.769883760474168,7.5486980521550295,0
24,-6.920495901668615,9.26193399419366,8.498744004689325,-8.187345690745166,1
25,-3.8587454725067007,1.518978005550187,-1.4929418255111249,-3.973087289635164,2
26,-5.727481211609925,9.081331253019927,9.377739002687335,-6.974262168023069,1
27,-6.190564953764295,6.709963821832957,9.33282070033565,-7.32954544273767,1
28,-4.096990410759618,4.4545315726447985,-2.0209888769890036,-3.4365227214685534,2
29,-4.310046548940983,3.9956653727632023,-4.81919188919279,-2.356728388437217,2
30,-0.1982883846474321,-0.6273079506915827,-1.59331969521358,7.458308677735911,0
31,-4.202018302380729,4.447425190643532,-2.0041537965093283,-3.0584664263171484,2
32,-4.423060054565358,9.11488579049351,9.47662423556077,-8.757508544696126,1
33,-6.002864223203302,-8.979437530526814,3.6867159008005856,8.843800221417231,3
34,-5.053452047643927,-7.669073850614074,3.46796381183554,9.89908509255539,3
35,-6.33841315607276,10.763781788495752,8.441821137962776,-7.828781890538667,1
36,-5.879791943562101,9.471454236534173,7.570385333214459,-7.1050252470437725,1
37,-6.746804922411894,11.27687431097267,9.159890472283944,-6.028500105344716,1
38,-5.0983129559728715,8.889266869446601,-8.277830490710887,-6.599977147383192,4
39,0.015770328492088204,0.21229448496979664,-1.0009699440424997,9.410657483330331,0
40,-4.789850021512964,9.497457188131602,-8.94389695472316,-5.5646099559571685,4
41,-2.4216180400575205,-8.003399618915465,3.663612014980658,10.606412820190698,3
42,-5.108339404241818,-7.381881255375777,2.0461735560266128,10.806085744435443,3
43,-7.899446964672712,8.976531519323274,-9.90769420466934,-6.140679078330108,4
44,-5.650097369714502,3.42102820998525,-2.5765711136883285,-3.328393087959441,2
45,-1.364203271394902,1.055847764351419,-0.5312723282819126,8.081724708178086,0
46,-4.666410908885041,-7.991153560220673,3.4641840626351157,10.660945818551532,3
47,-8.773969693444823,10.465682217133637,9.341685459583186,-7.6557886395378105,1
48,-2.8155415407348245,2.510760237616477,-3.025306558477718,-2.980321574830364,2
49,-8.852369526620492,9.967323398909324,9.401887634134054,-6.102857278439346,1
50,-7.82908868492552,8.776277175896837,-10.084032453945436,-6.363454045345475,4
51,-4.899138841416804,2.9115486040397878,-2.8678452149552416,-3.1776833468035575,2
52,-0.5015466821930782,-1.1840325990436484,-3.234105964040328,8.029687221977616,0
53,-5.298175547490605,-8.381363628005142,0.9268010209063493,7.787003013414615,3
54,-5.605126244590187,3.473789348080423,-2.933978616411331,-2.03377571156748,2
